Date,LAT,LON,ALLSKY_SFC_SW_DWN,RH2M,T2M,GWETTOP,Precipitations_mm,VPD
2022-10-03,34.5,-2.5,14.66,51.42,23.99,,0.0,1.449
2022-10-03,35.5,-7.5,12.76,85.93,22.64,,0.0,0.387
2022-10-03,35.5,-2.5,11.31,88.27,22.43,,0.0,0.318
2022-10-04,27.5,-7.5,21.14,20.77,30.97,,0.0,3.553
2022-10-04,27.5,-2.5,21.12,24.13,32.08,,0.0,3.624
2022-10-04,28.5,-7.5,20.97,21.28,29.3,,0.0,3.208
2022-10-04,28.5,-2.5,20.82,24.79,31.3,,0.0,3.437
2022-10-04,29.5,-7.5,20.99,17.73,29.47,,0.0,3.386
2022-10-04,29.5,-2.5,20.51,25.32,30.01,,0.0,3.17
2022-10-04,30.5,-7.5,20.7,24.13,19.69,,0.0,1.74
2022-10-04,30.5,-2.5,19.99,27.07,28.48,,0.0,2.835
2022-10-04,31.5,-7.5,20.46,28.74,20.96,,0.0,1.768
2022-10-04,31.5,-2.5,19.32,33.0,25.9,,0.0,2.239
2022-10-04,32.5,-7.5,18.59,33.06,25.87,,0.0,2.233
2022-10-04,32.5,-2.5,18.33,40.96,20.78,,0.0,1.449
2022-10-04,33.5,-7.5,16.97,63.98,23.24,,0.0,1.027
2022-10-04,33.5,-2.5,17.77,43.5,19.57,,0.0,1.286
2022-10-04,34.5,-7.5,17.02,95.64,22.22,,0.0,0.117
2022-10-04,34.5,-2.5,14.37,47.46,21.94,,0.0,1.384
2022-10-04,35.5,-7.5,16.94,92.23,21.65,,0.0,0.201
2022-10-04,35.5,-2.5,12.86,85.08,22.35,,0.0,0.403
2022-10-05,27.5,-7.5,22.7,18.15,27.67,,0.0,3.035
2022-10-05,27.5,-2.5,21.48,19.17,32.21,,0.0,3.889
2022-10-05,28.5,-7.5,22.06,21.15,26.58,,0.0,2.743
2022-10-05,28.5,-2.5,21.23,19.16,31.57,,0.0,3.751
2022-10-05,29.5,-7.5,19.66,19.8,27.97,,0.0,3.026
2022-10-05,29.5,-2.5,20.7,23.24,29.22,,0.0,3.114
2022-10-05,30.5,-7.5,19.52,28.35,19.18,,0.0,1.592
2022-10-05,30.5,-2.5,19.79,32.94,27.33,,0.0,2.438
2022-10-05,31.5,-7.5,19.43,34.56,19.96,,0.0,1.526
2022-10-05,31.5,-2.5,19.43,32.24,25.62,,0.0,2.227
2022-10-05,32.5,-7.5,18.63,43.56,24.23,,0.0,1.707
2022-10-05,32.5,-2.5,17.88,38.86,20.56,,0.0,1.48
2022-10-05,33.5,-7.5,17.79,76.35,22.35,,0.0,0.639
2022-10-05,33.5,-2.5,17.8,44.48,18.54,,0.0,1.185
2022-10-05,34.5,-7.5,17.94,94.57,22.25,,0.0,0.146
2022-10-05,34.5,-2.5,16.52,48.44,20.55,,0.0,1.247
2022-10-05,35.5,-7.5,17.33,88.36,21.92,,0.0,0.306
2022-10-05,35.5,-2.5,15.18,91.18,22.18,,0.0,0.236
2022-10-06,27.5,-7.5,19.14,14.31,28.29,,0.0,3.294
2022-10-06,27.5,-2.5,18.32,17.78,31.95,,0.0,3.898
2022-10-06,28.5,-7.5,20.48,19.26,27.58,,0.0,2.978
2022-10-06,28.5,-2.5,18.3,21.23,30.54,,0.0,3.447
2022-10-06,29.5,-7.5,20.26,27.62,28.36,,0.0,2.794
2022-10-06,29.5,-2.5,19.75,27.79,28.19,,0.0,2.76
2022-10-06,30.5,-7.5,20.46,39.14,19.26,,0.0,1.359
2022-10-06,30.5,-2.5,19.7,33.56,26.46,,0.0,2.295
2022-10-06,31.5,-7.5,20.02,33.89,21.54,,0.0,1.699
2022-10-06,31.5,-2.5,19.25,34.61,25.13,,0.0,2.087
2022-10-06,32.5,-7.5,19.29,35.19,25.17,,0.0,2.074
2022-10-06,32.5,-2.5,18.39,42.44,19.99,,0.0,1.345
2022-10-06,33.5,-7.5,18.11,69.3,23.31,,0.0,0.879
2022-10-06,33.5,-2.5,18.4,47.24,19.27,,0.0,1.179
2022-10-06,34.5,-7.5,18.83,83.76,22.98,,0.0,0.456
2022-10-06,34.5,-2.5,16.98,56.14,19.51,,0.0,0.995
2022-10-06,35.5,-7.5,17.63,87.29,22.14,,0.0,0.339
2022-10-06,35.5,-2.5,14.33,90.6,22.02,,0.2,0.249
2022-10-07,27.5,-7.5,17.77,21.43,30.23,,0.0,3.378
2022-10-07,27.5,-2.5,8.91,26.13,28.93,,0.0,2.947
2022-10-07,28.5,-7.5,16.71,26.27,28.89,,0.0,2.935
2022-10-07,28.5,-2.5,12.76,28.79,28.46,,0.0,2.765
2022-10-07,29.5,-7.5,16.52,25.01,28.79,,0.0,2.967
2022-10-07,29.5,-2.5,17.66,29.39,26.82,,0.2,2.491
2022-10-07,30.5,-7.5,16.97,36.53,19.44,,8.8,1.433
2022-10-07,30.5,-2.5,19.21,28.38,26.26,,0.0,2.445
2022-10-07,31.5,-7.5,18.07,34.67,22.47,,0.0,1.777
2022-10-07,31.5,-2.5,19.32,32.47,24.52,,0.0,2.079
2022-10-07,32.5,-7.5,18.85,28.85,27.36,,0.0,2.591
2022-10-07,32.5,-2.5,19.6,41.91,20.0,,0.0,1.358
2022-10-07,33.5,-7.5,16.31,61.58,23.07,,0.0,1.084
2022-10-07,33.5,-2.5,18.4,37.17,21.14,,0.0,1.576
2022-10-07,34.5,-7.5,16.04,85.92,22.73,,0.0,0.389
2022-10-07,34.5,-2.5,17.22,43.39,23.03,,0.0,1.593
2022-10-07,35.5,-7.5,16.05,87.34,22.03,,0.0,0.335
2022-10-07,35.5,-2.5,15.32,93.82,21.76,,0.0,0.161
2022-10-08,27.5,-7.5,15.19,25.02,29.2,,0.0,3.038
2022-10-08,27.5,-2.5,17.37,26.78,29.58,,0.0,3.033
2022-10-08,28.5,-7.5,13.76,29.2,28.3,,0.0,2.723
2022-10-08,28.5,-2.5,14.78,27.78,29.05,,0.0,2.901
2022-10-08,29.5,-7.5,11.56,28.32,28.8,,0.1,2.838
2022-10-08,29.5,-2.5,14.54,36.47,26.26,,0.1,2.168
2022-10-08,30.5,-7.5,15.01,43.18,18.44,,0.0,1.206
2022-10-08,30.5,-2.5,13.34,40.62,24.59,,0.2,1.836
2022-10-08,31.5,-7.5,15.56,39.49,21.45,,0.1,1.547
2022-10-08,31.5,-2.5,12.11,38.76,23.61,,0.9,1.785
2022-10-08,32.5,-7.5,17.41,42.6,26.94,,0.0,2.039
2022-10-08,32.5,-2.5,13.06,44.78,19.62,,2.0,1.261
2022-10-08,33.5,-7.5,16.33,82.55,22.33,,0.3,0.471
2022-10-08,33.5,-2.5,12.89,41.64,20.19,,1.5,1.381
2022-10-08,34.5,-7.5,16.37,90.12,22.4,,0.0,0.268
2022-10-08,34.5,-2.5,13.52,49.04,22.88,,2.5,1.421
2022-10-08,35.5,-7.5,17.04,87.91,22.13,,0.0,0.322
2022-10-08,35.5,-2.5,10.68,92.95,21.97,,0.0,0.186
2022-10-09,27.5,-7.5,8.76,37.29,27.75,,0.0,2.336
2022-10-09,27.5,-2.5,12.2,30.73,29.6,,0.0,2.872
2022-10-09,28.5,-7.5,12.04,42.91,26.58,,0.0,1.986
2022-10-09,28.5,-2.5,14.58,36.64,28.5,,0.0,2.465
2022-10-09,29.5,-7.5,15.7,32.72,28.31,,0.0,2.589
2022-10-09,29.5,-2.5,14.45,39.81,26.88,,0.1,2.131
2022-10-09,30.5,-7.5,16.76,45.75,18.86,,0.0,1.182
2022-10-09,30.5,-2.5,13.42,45.29,25.35,,0.1,1.769
2022-10-09,31.5,-7.5,14.03,45.4,20.45,,0.6,1.313
2022-10-09,31.5,-2.5,13.78,58.84,22.32,,0.4,1.11
2022-10-09,32.5,-7.5,15.77,57.17,24.02,,1.2,1.28
2022-10-09,32.5,-2.5,14.19,69.83,17.87,,0.5,0.618
2022-10-09,33.5,-7.5,16.49,82.2,21.72,,0.0,0.463
2022-10-09,33.5,-2.5,14.17,49.31,21.27,,0.0,1.282
2022-10-09,34.5,-7.5,16.34,88.28,22.39,,0.0,0.317
2022-10-09,34.5,-2.5,14.99,58.71,22.5,,0.0,1.125
2022-10-09,35.5,-7.5,13.64,91.5,21.79,,0.0,0.222
2022-10-09,35.5,-2.5,14.96,90.9,22.33,,0.0,0.245
2022-10-10,27.5,-7.5,20.08,35.04,28.37,,0.0,2.509
2022-10-10,27.5,-2.5,14.65,43.57,27.72,,0.0,2.098
2022-10-10,28.5,-7.5,19.76,37.01,27.07,,0.0,2.255
2022-10-10,28.5,-2.5,16.0,40.81,28.5,,0.9,2.303
2022-10-10,29.5,-7.5,20.01,35.48,27.76,,0.0,2.405
2022-10-10,29.5,-2.5,14.87,40.96,28.03,,0.0,2.235
2022-10-10,30.5,-7.5,19.89,50.35,17.83,,0.0,1.014
2022-10-10,30.5,-2.5,18.24,44.7,26.54,,0.0,1.919
2022-10-10,31.5,-7.5,15.35,56.46,18.48,,0.6,0.926
2022-10-10,31.5,-2.5,18.21,55.59,23.63,,0.0,1.296
2022-10-10,32.5,-7.5,16.14,62.75,22.09,,0.0,0.99
2022-10-10,32.5,-2.5,14.47,68.63,18.76,,0.5,0.679
2022-10-10,33.5,-7.5,13.69,78.74,20.96,,0.0,0.527
2022-10-10,33.5,-2.5,14.59,68.75,18.42,,0.3,0.662
2022-10-10,34.5,-7.5,12.0,81.84,21.65,,0.0,0.47
2022-10-10,34.5,-2.5,14.4,62.94,21.18,,0.2,0.932
2022-10-10,35.5,-7.5,12.67,79.42,21.5,,0.1,0.528
2022-10-10,35.5,-2.5,12.02,92.68,21.84,,0.1,0.192
2022-10-11,27.5,-7.5,20.95,35.53,25.35,,0.0,2.085
2022-10-11,27.5,-2.5,18.83,29.63,30.42,,0.0,3.058
2022-10-11,28.5,-7.5,20.91,37.32,24.31,,0.0,1.905
2022-10-11,28.5,-2.5,19.4,28.82,29.67,,0.0,2.963
2022-10-11,29.5,-7.5,20.94,33.64,25.05,,0.0,2.108
2022-10-11,29.5,-2.5,18.97,25.98,28.02,,0.0,2.801
2022-10-11,30.5,-7.5,18.46,47.11,16.48,,0.0,0.992
2022-10-11,30.5,-2.5,16.93,34.0,26.1,,0.0,2.232
2022-10-11,31.5,-7.5,14.7,65.8,15.85,,23.5,0.616
2022-10-11,31.5,-2.5,15.07,40.58,24.04,,0.0,1.777
2022-10-11,32.5,-7.5,13.53,64.05,20.72,,0.5,0.879
2022-10-11,32.5,-2.5,15.87,53.36,19.9,,0.0,1.084
2022-10-11,33.5,-7.5,14.25,77.08,20.62,,3.0,0.557
2022-10-11,33.5,-2.5,12.24,75.63,17.63,,4.7,0.491
2022-10-11,34.5,-7.5,9.86,74.72,21.74,,8.6,0.658
2022-10-11,34.5,-2.5,9.7,79.46,18.35,,11.2,0.433
2022-10-11,35.5,-7.5,10.49,75.43,21.84,,2.6,0.643
2022-10-11,35.5,-2.5,10.89,88.7,21.79,,5.8,0.295
2022-10-12,27.5,-7.5,21.6,52.82,21.66,,0.0,1.222
2022-10-12,27.5,-2.5,17.24,26.78,29.61,,0.4,3.038
2022-10-12,28.5,-7.5,21.7,49.35,21.6,,0.0,1.307
2022-10-12,28.5,-2.5,19.01,25.59,27.96,,0.9,2.806
2022-10-12,29.5,-7.5,20.25,40.84,23.54,,0.0,1.717
2022-10-12,29.5,-2.5,19.49,23.83,26.32,,0.0,2.609
2022-10-12,30.5,-7.5,15.78,68.53,12.59,,0.6,0.459
2022-10-12,30.5,-2.5,19.48,25.6,24.85,,0.0,2.336
2022-10-12,31.5,-7.5,9.7,86.22,12.82,,14.6,0.204
2022-10-12,31.5,-2.5,19.05,32.28,22.48,,0.0,1.843
2022-10-12,32.5,-7.5,9.89,75.57,19.23,,28.6,0.545
2022-10-12,32.5,-2.5,17.7,36.47,19.36,,15.3,1.428
2022-10-12,33.5,-7.5,13.17,82.18,20.35,,4.8,0.426
2022-10-12,33.5,-2.5,15.28,54.89,18.64,,0.0,0.969
2022-10-12,34.5,-7.5,12.22,80.99,22.13,,0.5,0.507
2022-10-12,34.5,-2.5,10.82,77.98,18.97,,5.8,0.483
2022-10-12,35.5,-7.5,15.78,84.12,21.86,,0.4,0.416
2022-10-12,35.5,-2.5,11.37,87.77,22.02,,3.9,0.324
2022-10-13,27.5,-7.5,21.66,47.25,22.49,,0.0,1.437
2022-10-13,27.5,-2.5,18.29,24.24,28.67,,0.5,2.977
2022-10-13,28.5,-7.5,21.26,41.7,22.75,,0.0,1.613
2022-10-13,28.5,-2.5,18.13,23.74,28.42,,0.1,2.954
2022-10-13,29.5,-7.5,20.74,33.23,24.53,,0.0,2.057
2022-10-13,29.5,-2.5,18.38,27.12,26.48,,0.7,2.52
2022-10-13,30.5,-7.5,20.55,53.77,14.23,,0.0,0.75
2022-10-13,30.5,-2.5,17.89,40.13,24.55,,0.1,1.846
2022-10-13,31.5,-7.5,19.4,62.48,16.08,,0.0,0.686
2022-10-13,31.5,-2.5,17.46,50.46,22.74,,0.5,1.37
2022-10-13,32.5,-7.5,18.5,67.23,21.33,,0.0,0.832
2022-10-13,32.5,-2.5,12.64,60.1,18.84,,3.0,0.868
2022-10-13,33.5,-7.5,18.0,77.4,21.51,,0.2,0.58
2022-10-13,33.5,-2.5,14.41,59.55,18.03,,2.1,0.836
2022-10-13,34.5,-7.5,18.17,84.15,22.37,,0.0,0.429
2022-10-13,34.5,-2.5,14.37,73.87,19.26,,5.7,0.584
2022-10-13,35.5,-7.5,16.53,84.06,22.04,,0.0,0.422
2022-10-13,35.5,-2.5,14.15,89.16,21.84,,6.0,0.284
2022-10-14,27.5,-7.5,14.34,23.54,24.77,,0.2,2.389
2022-10-14,27.5,-2.5,17.55,22.79,30.0,,0.0,3.276
2022-10-14,28.5,-7.5,14.46,25.85,24.13,,0.5,2.23
2022-10-14,28.5,-2.5,16.65,25.36,29.31,,0.0,3.044
2022-10-14,29.5,-7.5,16.46,26.28,25.64,,0.1,2.426
2022-10-14,29.5,-2.5,17.16,31.49,27.73,,0.0,2.549
2022-10-14,30.5,-7.5,18.12,46.85,15.75,,0.0,0.951
2022-10-14,30.5,-2.5,18.25,40.33,25.68,,0.0,1.968
2022-10-14,31.5,-7.5,18.23,48.12,17.79,,0.0,1.057
2022-10-14,31.5,-2.5,16.69,46.85,23.63,,0.0,1.551
2022-10-14,32.5,-7.5,18.79,41.68,23.37,,0.0,1.675
2022-10-14,32.5,-2.5,16.98,55.8,19.68,,0.0,1.013
2022-10-14,33.5,-7.5,18.0,61.2,22.92,,0.0,1.085
2022-10-14,33.5,-2.5,17.92,56.42,19.79,,0.0,1.006
2022-10-14,34.5,-7.5,18.29,88.8,22.14,,0.0,0.299
2022-10-14,34.5,-2.5,16.95,57.23,22.27,,0.0,1.15
2022-10-14,35.5,-7.5,17.71,86.2,21.95,,0.0,0.364
2022-10-14,35.5,-2.5,16.11,90.93,21.47,,0.0,0.232
2022-10-15,27.5,-7.5,9.99,29.01,26.92,,0.0,2.519
2022-10-15,27.5,-2.5,17.09,18.74,30.01,,0.0,3.45
2022-10-15,28.5,-7.5,9.88,31.16,27.4,,0.0,2.512
2022-10-15,28.5,-2.5,16.94,21.59,29.52,,0.0,3.236
2022-10-15,29.5,-7.5,12.68,30.88,28.52,,0.0,2.693
2022-10-15,29.5,-2.5,16.57,24.98,28.15,,0.0,2.86
2022-10-15,30.5,-7.5,14.57,43.77,18.87,,0.5,1.226
2022-10-15,30.5,-2.5,14.95,30.65,26.93,,0.0,2.462
2022-10-15,31.5,-7.5,15.16,49.87,19.87,,0.5,1.163
2022-10-15,31.5,-2.5,15.37,38.36,25.52,,0.0,2.014
2022-10-15,32.5,-7.5,16.96,43.38,24.94,,0.0,1.787
2022-10-15,32.5,-2.5,14.64,45.47,21.76,,0.0,1.421
2022-10-15,33.5,-7.5,16.24,61.09,23.47,,0.0,1.125
2022-10-15,33.5,-2.5,13.82,44.61,22.02,,0.0,1.466
2022-10-15,34.5,-7.5,17.21,92.28,22.26,,0.0,0.207
2022-10-15,34.5,-2.5,12.6,47.51,23.95,,0.0,1.562
2022-10-15,35.5,-7.5,17.61,88.06,21.62,,0.0,0.308
2022-10-15,35.5,-2.5,12.23,86.63,22.08,,0.0,0.355
2022-10-16,27.5,-7.5,11.67,20.15,28.64,,0.0,3.132
2022-10-16,27.5,-2.5,18.54,22.21,29.25,,0.0,3.161
2022-10-16,28.5,-7.5,9.19,22.25,27.68,,0.1,2.884
2022-10-16,28.5,-2.5,16.93,23.96,28.8,,0.0,3.011
2022-10-16,29.5,-7.5,6.55,23.05,28.71,,0.1,3.031
2022-10-16,29.5,-2.5,16.66,25.72,27.57,,0.0,2.738
2022-10-16,30.5,-7.5,4.72,38.47,18.19,,12.0,1.285
2022-10-16,30.5,-2.5,14.85,28.58,26.9,,0.0,2.531
2022-10-16,31.5,-7.5,5.41,44.13,19.53,,11.3,1.269
2022-10-16,31.5,-2.5,12.89,35.89,24.46,,0.0,1.966
2022-10-16,32.5,-7.5,5.14,42.48,24.73,,0.2,1.793
2022-10-16,32.5,-2.5,11.74,45.54,20.47,,0.0,1.311
2022-10-16,33.5,-7.5,5.68,52.32,24.42,,0.0,1.459
2022-10-16,33.5,-2.5,12.63,42.9,21.53,,0.0,1.467
2022-10-16,34.5,-7.5,6.97,84.41,22.61,,0.0,0.428
2022-10-16,34.5,-2.5,12.89,41.83,24.19,,0.0,1.756
2022-10-16,35.5,-7.5,7.27,92.77,22.05,,0.0,0.192
2022-10-16,35.5,-2.5,11.78,77.48,23.15,,0.0,0.638
2022-10-17,27.5,-7.5,18.77,19.36,27.83,,0.0,3.018
2022-10-17,27.5,-2.5,19.13,22.99,27.85,,0.0,2.886
2022-10-17,28.5,-7.5,17.99,20.37,27.13,,0.0,2.861
2022-10-17,28.5,-2.5,19.37,24.16,28.03,,0.0,2.872
2022-10-17,29.5,-7.5,17.18,22.93,27.74,,0.0,2.869
2022-10-17,29.5,-2.5,19.67,26.98,26.86,,0.0,2.582
2022-10-17,30.5,-7.5,14.86,39.2,18.66,,0.3,1.308
2022-10-17,30.5,-2.5,19.03,30.41,25.91,,0.0,2.327
2022-10-17,31.5,-7.5,16.4,42.69,20.62,,0.0,1.392
2022-10-17,31.5,-2.5,18.49,35.01,24.5,,0.0,1.998
2022-10-17,32.5,-7.5,16.2,41.12,25.66,,0.0,1.94
2022-10-17,32.5,-2.5,17.72,41.36,21.05,,0.0,1.463
2022-10-17,33.5,-7.5,16.81,54.89,24.31,,0.0,1.371
2022-10-17,33.5,-2.5,16.78,39.39,21.48,,0.3,1.552
2022-10-17,34.5,-7.5,15.49,86.36,22.5,,0.0,0.372
2022-10-17,34.5,-2.5,15.29,36.87,24.65,,0.1,1.958
2022-10-17,35.5,-7.5,16.63,85.76,22.56,,0.0,0.39
2022-10-17,35.5,-2.5,15.16,78.89,23.29,,0.0,0.604
2022-10-18,27.5,-7.5,18.69,21.91,27.38,,0.0,2.847
2022-10-18,27.5,-2.5,19.92,23.22,27.39,,0.0,2.801
2022-10-18,28.5,-7.5,17.52,23.1,27.0,,0.0,2.742
2022-10-18,28.5,-2.5,19.36,24.97,27.3,,0.0,2.722
2022-10-18,29.5,-7.5,17.4,24.41,27.5,,0.0,2.775
2022-10-18,29.5,-2.5,19.4,26.51,25.92,,0.0,2.459
2022-10-18,30.5,-7.5,17.01,37.19,18.96,,0.0,1.377
2022-10-18,30.5,-2.5,19.05,30.26,25.13,,0.0,2.226
2022-10-18,31.5,-7.5,15.24,41.77,20.91,,0.0,1.44
2022-10-18,31.5,-2.5,18.52,32.3,24.76,,0.0,2.114
2022-10-18,32.5,-7.5,14.96,37.75,26.27,,0.0,2.126
2022-10-18,32.5,-2.5,18.42,36.76,21.69,,0.0,1.641
2022-10-18,33.5,-7.5,11.03,55.63,24.09,,0.0,1.331
2022-10-18,33.5,-2.5,18.15,37.09,21.83,,0.0,1.646
2022-10-18,34.5,-7.5,8.44,87.86,22.76,,0.1,0.336
2022-10-18,34.5,-2.5,16.25,35.04,25.31,,0.0,2.096
2022-10-18,35.5,-7.5,10.65,86.13,22.92,,0.0,0.388
2022-10-18,35.5,-2.5,14.04,81.42,22.98,,0.0,0.521
2022-10-19,27.5,-7.5,19.91,23.77,26.46,,0.0,2.633
2022-10-19,27.5,-2.5,17.69,25.37,26.72,,0.0,2.617
2022-10-19,28.5,-7.5,19.33,24.96,26.25,,0.0,2.56
2022-10-19,28.5,-2.5,18.3,27.26,27.38,,0.0,2.652
2022-10-19,29.5,-7.5,19.11,24.21,27.52,,0.0,2.786
2022-10-19,29.5,-2.5,19.05,28.09,26.37,,0.0,2.471
2022-10-19,30.5,-7.5,18.85,39.46,18.0,,0.0,1.249
2022-10-19,30.5,-2.5,18.89,28.83,25.67,,0.0,2.346
2022-10-19,31.5,-7.5,17.58,42.04,20.49,,0.0,1.397
2022-10-19,31.5,-2.5,18.51,29.06,25.25,,0.0,2.281
2022-10-19,32.5,-7.5,15.64,36.91,25.97,,0.0,2.117
2022-10-19,32.5,-2.5,18.38,34.59,21.58,,0.0,1.686
2022-10-19,33.5,-7.5,13.59,60.41,23.21,,0.0,1.126
2022-10-19,33.5,-2.5,18.01,33.4,21.82,,0.0,1.742
2022-10-19,34.5,-7.5,12.67,85.69,22.5,,0.0,0.39
2022-10-19,34.5,-2.5,16.29,34.87,25.04,,0.0,2.068
2022-10-19,35.5,-7.5,10.49,82.8,22.86,,0.0,0.479
2022-10-19,35.5,-2.5,12.34,77.08,23.42,,0.0,0.66
2022-10-20,27.5,-7.5,20.33,25.42,26.58,,0.0,2.594
2022-10-20,27.5,-2.5,20.21,25.78,26.47,,0.0,2.565
2022-10-20,28.5,-7.5,19.22,26.87,26.22,,0.0,2.49
2022-10-20,28.5,-2.5,19.73,25.59,26.92,,0.0,2.64
2022-10-20,29.5,-7.5,17.91,25.59,27.36,,0.0,2.709
2022-10-20,29.5,-2.5,19.26,25.85,26.54,,0.0,2.573
2022-10-20,30.5,-7.5,17.66,38.69,18.13,,0.0,1.276
2022-10-20,30.5,-2.5,18.12,28.56,25.54,,0.0,2.337
2022-10-20,31.5,-7.5,17.33,41.95,20.35,,0.0,1.387
2022-10-20,31.5,-2.5,17.38,30.7,24.4,,0.0,2.118
2022-10-20,32.5,-7.5,16.73,38.6,25.54,,0.0,2.008
2022-10-20,32.5,-2.5,16.34,36.92,20.77,,0.0,1.547
2022-10-20,33.5,-7.5,14.12,66.31,22.63,,0.0,0.925
2022-10-20,33.5,-2.5,15.87,31.92,22.27,,0.0,1.83
2022-10-20,34.5,-7.5,8.91,89.36,22.21,,0.0,0.285
2022-10-20,34.5,-2.5,14.61,42.78,23.6,,0.0,1.667
2022-10-20,35.5,-7.5,6.21,86.58,22.69,,6.8,0.37
2022-10-20,35.5,-2.5,10.08,87.82,22.33,,0.0,0.329
2022-10-21,27.5,-7.5,19.66,21.37,25.58,,0.0,2.578
2022-10-21,27.5,-2.5,19.65,22.2,25.25,,0.0,2.501
2022-10-21,28.5,-7.5,19.03,22.85,25.29,,0.0,2.486
2022-10-21,28.5,-2.5,19.19,22.35,25.62,,0.0,2.552
2022-10-21,29.5,-7.5,19.23,22.37,26.95,,0.0,2.76
2022-10-21,29.5,-2.5,19.78,22.46,25.19,,0.0,2.484
2022-10-21,30.5,-7.5,19.43,36.23,17.84,,0.0,1.303
2022-10-21,30.5,-2.5,19.24,24.07,24.84,,0.0,2.382
2022-10-21,31.5,-7.5,18.69,41.34,20.05,,0.0,1.376
2022-10-21,31.5,-2.5,18.59,27.96,23.82,,0.0,2.126
2022-10-21,32.5,-7.5,17.49,38.2,25.31,,0.0,1.994
2022-10-21,32.5,-2.5,17.88,36.52,19.88,,0.0,1.473
2022-10-21,33.5,-7.5,16.65,64.83,22.41,,0.0,0.953
2022-10-21,33.5,-2.5,17.42,33.24,21.39,,0.0,1.7
2022-10-21,34.5,-7.5,14.44,87.24,22.27,,0.0,0.343
2022-10-21,34.5,-2.5,16.37,40.62,24.08,,0.0,1.78
2022-10-21,35.5,-7.5,11.98,83.9,22.47,,0.8,0.438
2022-10-21,35.5,-2.5,13.73,82.68,22.45,,0.0,0.471
2022-10-22,27.5,-7.5,19.08,19.81,24.27,,0.0,2.432
2022-10-22,27.5,-2.5,20.37,18.59,23.88,,0.0,2.412
2022-10-22,28.5,-7.5,19.34,20.38,24.14,,0.0,2.396
2022-10-22,28.5,-2.5,19.94,18.97,23.9,,0.0,2.403
2022-10-22,29.5,-7.5,19.43,19.19,25.4,,0.0,2.621
2022-10-22,29.5,-2.5,19.98,21.16,22.71,,0.0,2.176
2022-10-22,30.5,-7.5,19.32,30.29,16.58,,0.0,1.315
2022-10-22,30.5,-2.5,19.53,23.68,21.99,,0.0,2.017
2022-10-22,31.5,-7.5,18.22,36.61,19.04,,0.0,1.396
2022-10-22,31.5,-2.5,19.18,26.83,21.57,,0.0,1.884
2022-10-22,32.5,-7.5,15.94,37.49,24.97,,0.0,1.977
2022-10-22,32.5,-2.5,18.65,33.85,18.16,,0.0,1.379
2022-10-22,33.5,-7.5,11.85,62.81,22.73,,0.0,1.028
2022-10-22,33.5,-2.5,18.19,30.37,19.82,,0.0,1.61
2022-10-22,34.5,-7.5,10.57,90.2,22.11,,0.0,0.261
2022-10-22,34.5,-2.5,16.63,29.22,23.63,,0.0,2.065
2022-10-22,35.5,-7.5,8.85,88.1,22.36,,0.0,0.322
2022-10-22,35.5,-2.5,11.96,63.56,24.55,,0.0,1.124
2022-10-23,27.5,-7.5,19.5,17.06,23.6,,0.0,2.416
2022-10-23,27.5,-2.5,16.31,18.31,24.19,,0.0,2.465
2022-10-23,28.5,-7.5,18.89,17.64,23.31,,0.0,2.358
2022-10-23,28.5,-2.5,16.2,19.37,23.01,,0.0,2.267
2022-10-23,29.5,-7.5,18.89,17.71,24.49,,0.0,2.529
2022-10-23,29.5,-2.5,17.18,20.46,21.9,,0.0,2.09
2022-10-23,30.5,-7.5,18.64,28.3,15.22,,0.0,1.24
2022-10-23,30.5,-2.5,16.43,21.49,21.41,,0.0,2.002
2022-10-23,31.5,-7.5,17.01,32.75,17.74,,0.0,1.365
2022-10-23,31.5,-2.5,16.08,23.34,20.5,,0.0,1.849
2022-10-23,32.5,-7.5,16.84,39.04,23.66,,0.0,1.782
2022-10-23,32.5,-2.5,16.26,29.51,16.75,,0.0,1.344
2022-10-23,33.5,-7.5,15.3,71.26,22.25,,0.0,0.771
2022-10-23,33.5,-2.5,17.19,25.26,18.0,,0.0,1.543
2022-10-23,34.5,-7.5,13.96,82.18,22.22,,0.2,0.477
2022-10-23,34.5,-2.5,16.73,24.45,22.06,,0.0,2.005
2022-10-23,35.5,-7.5,13.56,78.95,22.18,,0.0,0.563
2022-10-23,35.5,-2.5,14.98,71.14,22.92,,0.0,0.807
2022-10-24,27.5,-7.5,17.85,17.55,25.21,,0.0,2.645
2022-10-24,27.5,-2.5,19.52,18.07,24.71,,0.0,2.551
2022-10-24,28.5,-7.5,17.64,17.42,24.22,,0.0,2.497
2022-10-24,28.5,-2.5,19.22,18.91,24.23,,0.0,2.453
2022-10-24,29.5,-7.5,18.77,16.6,25.16,,0.0,2.667
2022-10-24,29.5,-2.5,19.59,21.29,22.8,,0.0,2.185
2022-10-24,30.5,-7.5,17.17,25.41,16.59,,0.0,1.408
2022-10-24,30.5,-2.5,18.49,23.85,21.93,,0.0,2.005
2022-10-24,31.5,-7.5,16.48,28.19,18.95,,0.0,1.573
2022-10-24,31.5,-2.5,18.35,24.85,21.16,,0.0,1.887
2022-10-24,32.5,-7.5,15.96,27.24,25.35,,0.0,2.353
2022-10-24,32.5,-2.5,18.38,30.5,17.47,,0.0,1.387
2022-10-24,33.5,-7.5,15.34,60.28,23.34,,0.0,1.139
